YEAR,MONTH,RP,GAS_PRICE,OIL_PRICE,YQ,YM,도시가스_민수용,도시가스_산업용,도시가스_총합,민수용비중,산업용비중,QUATER,QVA
2017,1,0.72,76.09,106.13,2017Q1,20171,1859724,715626,2575350,0.72212,0.27788,Q1,116370.5
2017,2,0.73,76.09,103.73,2017Q1,20172,1642258,633160,2275417,0.72174,0.27826,Q1,116370.5
2017,3,0.79,78.88,99.84,2017Q1,20173,1300191,659824,1960015,0.66336,0.33664,Q1,116370.5
2017,4,0.78,78.88,100.66,2017Q2,20174,759085,549691,1308776,0.58,0.42,Q2,116327.5
2017,5,0.86,82.89,96.17,2017Q2,20175,481843,512652,994495,0.48451,0.51549,Q2,116327.5
2017,6,0.91,82.89,91.36,2017Q2,20176,392401,492596,884996,0.44339,0.55661,Q2,116327.5
2017,7,0.89,82.89,93.03,2017Q3,20177,373759,490124,863882,0.43265,0.56735,Q3,118923.1
2017,8,0.86,82.89,96.72,2017Q3,20178,354898,484551,839449,0.42277,0.57723,Q3,118923.1
2017,9,0.81,82.89,102.15,2017Q3,20179,355713,544947,900660,0.39495,0.60505,Q3,118923.1
2017,10,0.79,82.89,104.61,2017Q4,201710,506084,563796,1069880,0.47303,0.52697,Q4,116449.3
2017,11,0.67,73.95,109.78,2017Q4,201711,1164073,746759,1910832,0.6092,0.3908,Q4,116449.3
2017,12,0.66,73.95,111.3,2017Q4,201712,1967384,838623,2806007,0.70113,0.29887,Q4,116449.3
2018,1,0.65,73.95,113.2,2018Q1,20181,2187356,842024,3029381,0.72205,0.27795,Q1,118178.2
2018,2,0.66,73.95,111.85,2018Q1,20182,1877258,661919,2539177,0.73932,0.26068,Q1,118178.2
2018,3,0.67,73.95,110.61,2018Q1,20183,1294043,647226,1941269,0.6666,0.3334,Q1,118178.2
2018,4,0.64,73.95,114.73,2018Q2,20184,810979,580667,1391646,0.58275,0.41725,Q2,120138.5
2018,5,0.62,76.41,122.9,2018Q2,20185,557259,584369,1141628,0.48813,0.51187,Q2,120138.5
2018,6,0.62,76.41,123.0,2018Q2,20186,421366,570856,992222,0.42467,0.57533,Q2,120138.5
2018,7,0.63,80.13,127.34,2018Q3,20187,397534,589012,986546,0.40296,0.59704,Q3,122349.0
2018,8,0.63,80.13,127.81,2018Q3,20188,359429,569973,929402,0.38673,0.61327,Q3,122349.0
2018,9,0.6,80.13,133.3,2018Q3,20189,364344,582462,946805,0.38481,0.61519,Q3,122349.0
2018,10,0.59,80.13,136.55,2018Q4,201810,647374,715571,1362945,0.47498,0.52502,Q4,122864.4
2018,11,0.66,80.13,121.36,2018Q4,201811,1089734,741783,1831516,0.59499,0.40501,Q4,122864.4
2018,12,0.74,80.13,108.48,2018Q4,201812,1865694,854757,2720452,0.6858,0.3142,Q4,122864.4
2019,1,0.77,80.13,103.66,2019Q1,20191,2023662,772539,2796200,0.72372,0.27628,Q1,119760.8
2019,2,0.74,80.13,108.21,2019Q1,20192,1660132,600861,2260993,0.73425,0.26575,Q1,119760.8
2019,3,0.69,80.13,115.77,2019Q1,20193,1279302,679395,1958697,0.65314,0.34686,Q1,119760.8
2019,4,0.66,80.13,120.99,2019Q2,20194,920035,627743,1547778,0.59442,0.40558,Q2,120997.2
2019,5,0.65,80.13,123.45,2019Q2,20195,548871,581306,1130177,0.48565,0.51435,Q2,120997.2
2019,6,0.7,80.13,115.01,2019Q2,20196,419341,565142,984483,0.42595,0.57405,Q2,120997.2
2019,7,0.73,84.7,116.15,2019Q3,20197,403664,553295,956960,0.42182,0.57818,Q3,123266.6
2019,8,0.73,84.7,115.29,2019Q3,20198,374639,514526,889166,0.42134,0.57866,Q3,123266.6
2019,9,0.73,84.7,115.88,2019Q3,20199,366621,524795,891416,0.41128,0.58872,Q3,123266.6
2019,10,0.73,84.7,116.43,2019Q4,201910,520739,628223,1148962,0.45323,0.54677,Q4,124910.1
2019,11,0.72,84.7,117.19,2019Q4,201911,1055013,714870,1769883,0.59609,0.40391,Q4,124910.1
2019,12,0.71,84.7,120.12,2019Q4,201912,1732147,755546,2487693,0.69629,0.30371,Q4,124910.1
2020,1,0.71,84.7,119.47,2020Q1,20201,1819123,687084,2506207,0.72585,0.27415,Q1,124049.0
2020,2,0.77,84.7,110.13,2020Q1,20202,1604680,633396,2238075,0.71699,0.28301,Q1,124049.0
2020,3,0.98,84.7,86.34,2020Q1,20203,1243141,616998,1860140,0.66831,0.33169,Q1,124049.0
2020,4,1.33,84.7,63.83,2020Q2,20204,918206,534319,1452525,0.63214,0.36786,Q2,113154.3
2020,5,1.33,84.7,63.69,2020Q2,20205,539517,439949,979466,0.55083,0.44917,Q2,113154.3
2020,6,1.07,84.7,78.99,2020Q2,20206,406010,446235,852245,0.4764,0.5236,Q2,113154.3
2020,7,0.85,70.98,83.16,2020Q3,20207,399937,485652,885588,0.45161,0.54839,Q3,121747.5
2020,8,0.86,72.93,84.71,2020Q3,20208,398661,457970,856631,0.46538,0.53462,Q3,121747.5
2020,9,0.8,65.24,81.26,2020Q3,20209,380235,525619,905853,0.41975,0.58025,Q3,121747.5
2020,10,0.76,59.16,78.13,2020Q4,202010,616682,600890,1217571,0.50649,0.49352,Q4,124740.4
2020,11,0.75,58.72,78.64,2020Q4,202011,1093747,665901,1759648,0.62157,0.37843,Q4,124740.4
2020,12,0.72,63.87,88.53,2020Q4,202012,1921404,811928,2733332,0.70295,0.29705,Q4,124740.4
